area_code,measure_a,measure_b
E02005217,68.7,58.57633041
E02005218,82.1,32.93972374
E02005219,81.5,26.51139408
E02005220,85.8,17.88710598
E02005221,90.1,15.4542237
E02005222,87.6,13.65622414
E02005223,92.9,8.535687222
E02005224,89.5,18.52323698
E02005225,91.9,10.16486674
E02005226,75.4,52.79155936
E02005228,83,29.63736574
E02005229,73.3,59.28293593
E02005230,80.4,39.74381688
E02005231,78.2,40.67036859
E02005233,81.4,23.77718878
E02005234,67.8,24.76728339
E02005235,73.2,15.12369276
E02005236,85.2,23.41354479
E02005237,81.9,16.24309939
E02005238,83,16.30567767
E02005239,63.2,11.39012135
E02005240,80.8,20.04225862
E02005241,80.5,21.51225798
E02005242,85,18.55591653
E02005243,79.2,35.86539823
E02005244,76.9,29.89699734
E02005245,87.3,12.6257898
E02005246,76.9,46.32610993
E02005247,88.7,10.62866192
E02005248,70,51.48993935
E02005249,64.5,49.23573973
E02005250,69.1,43.29728519
E02005251,77.9,24.7026991
E02005252,76.8,34.95184002
E02005253,90.6,13.02554343
E02005254,91.1,8.846830446
E02005255,89.2,7.824128482
E02005256,88.1,10.04985263
E02005257,78.4,36.88864702
E02005258,85.4,14.89629491
E02005259,78.3,35.11463912
E02005260,86.5,15.33293968
E02005261,71.5,49.07091692
E02005262,84.9,14.00482595
E02005263,69,36.12681364
E02005264,69.6,29.70887811
E02005265,80.6,31.79955235
E02005266,60.9,50.99291792
E02005267,61.7,44.14170102
E02005268,68.7,40.12466191
E02005269,64.4,41.50763994
E02005270,84.7,14.00052705
E02005271,88.3,9.386554698
E02005272,87.1,17.44714644
E02005273,89.5,9.896403018
E02005274,89.4,6.74654648
E02005275,88.4,10.82538326
E02005276,88.6,10.3364548
E02005277,91.5,6.231442494
E02005278,86.8,12.0850694
E02005279,80.2,28.12177149
E02005280,79.6,33.02976894
E02005281,82.7,25.45020768
E02005284,89.9,11.31547464
E02005285,88.5,13.11021093
E02005286,81.8,23.38739027
E02005287,91.7,6.340006844
E02005288,90,12.48801279
E02005289,91.8,6.844279016
E02005290,89.5,10.3263968
E02005291,88.1,16.0684697
E02005292,84.9,23.60398922
E02005293,85.6,18.72255359
E02005294,84.6,20.8563178
E02005295,88.1,14.4340257
E02005296,92.3,6.905405429
E02005297,92.1,7.085234432
E02005298,89.2,12.71603273
E02005299,85.4,20.34818985
E02005300,86.5,14.93784721
E02005301,86.2,25.47134573
E02005302,87.5,9.4129163
E02005303,81.9,36.33648007
E02005304,90.3,8.210636794
E02005305,88.7,14.74174615
E02005306,88.9,16.83100495
E02005307,90.2,13.02840764
E02005308,91.2,6.028602279
E02005309,89.5,10.86792428
E02005310,85.6,12.52093207
E02005311,87.5,11.3816817
E02005312,82,14.32043062
E02005313,70.7,39.81209448
E02005314,78.7,26.47324561
E02005315,91,6.626152163
E02005316,72.5,38.28934457
E02005317,66.4,50.66954927
E02005318,87.7,13.84488269
E02005319,74.9,52.27352792
E02005320,83.5,26.33521493
E02005321,78.4,38.47178848
E02005322,90.2,16.65174586
E02005323,82.4,34.24558385
E02005324,89.9,11.21271016
E02005325,93.2,10.26845988
E02005326,85.7,29.54505078
E02005327,90.4,14.33363942
E02005328,89.9,11.74662231
E02005329,86.2,20.11774857
E02005330,90.9,10.34928228
E02005331,89.7,14.25633424
E02005332,90.8,8.433488801
E02005334,87.5,9.080974234
E02005335,90.6,7.408075985
E02005336,80.6,13.32594429
E02005337,81.3,15.05561958
E02005338,86.5,12.98970366
E02005339,89.6,6.239055041
E02005340,87.5,12.8108108
E02005341,88.4,9.500700853
E02005342,88.4,9.608121559
E02005343,90,7.049848514
E02005344,89.1,9.507409711
E02005345,87.3,10.49744108
E02005346,72.3,31.94558284
E02005347,70.5,17.44735773
E02005348,86.2,10.6377122
E02005349,90.3,13.29310213
E02005350,90.3,14.90272322
E02005351,68.9,11.54321834
E02005352,89.5,5.790394524
E02005353,77.3,21.98707363
E02005354,88.7,3.829456422
E02005355,91.8,8.383395402
E02005356,90.6,8.311953648
E02005357,88.3,13.48042156
E02005358,89.5,10.22547576
E02005359,89.6,9.370123907
E02005360,91,7.722208424
E02005361,86.8,13.07704601
E02005362,87.9,15.91598832
E02005363,88.4,9.180540185
E02005364,87,9.429286427
E02005365,84.1,16.28585637
E02005366,88.6,11.18632947
E02005368,92.2,11.11092958
E02005369,90.4,6.306788614
E02005370,89.6,4.4605402
E02005371,90.5,8.592749575
E02005372,91,9.283851798
E02005373,89.7,7.311850975
E02005374,85.3,15.85649211
E02005375,89.3,5.925896214
E02005376,88.1,8.508995056
E02005377,89.3,11.85147789
E02005378,89.1,6.530219851
E02005379,89.9,8.195759714
E02005380,91.4,9.574507651
E02005381,90.7,11.17368527
E02005382,86.4,18.49715468
E02005383,86.6,18.89917802
E02005384,90.9,10.66866619
E02005385,90.3,7.967929909
E02005386,82,21.2881966
E02005387,87.2,15.06651484
E02005388,84.6,20.71469783
E02005389,88.7,19.09275394
E02005390,91.6,5.421341482
E02005391,92.2,9.046703788
E02005392,89.9,7.539499435
E02005393,91,12.35392893
E02005394,84.4,18.13163324
E02005395,86.4,15.12485708
E02005396,92.7,12.81871446
E02005397,89.5,12.9529659
E02005398,89.1,8.704481418
E02005399,91.9,10.56532328
E02005400,88.5,16.46775231
E02005401,91.7,11.28289232
E02005402,93.3,11.30499106
E02005403,89.3,12.14496468
E02005404,90.5,16.75405394
E02005405,85.1,32.12684844
E02005406,81,20.33117794
E02005407,88.6,9.581535128
E02005408,85.1,12.77839619
E02005409,90.1,14.7159753
E02005412,83.2,11.95708296
E02005414,82.5,25.7925699
E02005415,81,22.30602982
E02005416,89.4,8.015946637
E02005417,68.6,25.65735058
E02005418,50.4,33.1584962
E02005419,47.1,25.50445864
E02005420,68.9,24.6458303
E02005422,85.7,25.46317795
E02005423,82.1,22.77891409
E02005424,89.2,14.30350665
E02005425,88.5,20.26929741
E02005426,87.5,28.02858496
E02005427,87.4,19.79253872
E02005428,87.4,51.4323037
E02005429,91.4,37.99223823
E02005430,92.1,24.00824232
E02005431,89.5,29.4451708
E02005432,90.4,24.58710516
E02005433,89,50.33025619
E02005434,90.3,18.93498971
E02005435,88.3,37.18339407
E02005436,90.7,26.16246348
E02005437,80.2,54.94901335
E02005438,86.7,42.99891389
E02005439,91.4,13.77501524
E02005440,87.4,43.35758208
E02005441,89.9,24.90755071
E02005442,81.2,45.77559212
E02005443,85.8,26.56593764
E02005444,81.5,15.9555256
E02005445,67.7,39.37974728
E02005446,75.1,18.437178
E02005447,58.5,33.82284547
E02005448,80.8,37.0042025
E02005449,77.2,16.61182599
E02005450,89.2,14.10870112
E02005451,79.1,44.9827513
E02005452,89.2,16.71005354
E02005453,92.6,4.308765916
E02005455,89.6,9.061507286
E02005456,92,10.58192034
E02005457,91.2,12.46851606
E02005458,93.8,9.802329595
E02005459,91.1,22.9290503
E02005460,91.6,7.41336076
E02005461,92.7,12.69132911
E02005462,86,18.71200906
E02005463,89.9,8.259710333
E02005464,91.8,15.24189078
E02005465,89,17.48313102
E02005466,88.3,24.78306394
E02005467,85,18.1287437
E02005468,89.8,18.01567457
E02005469,86.1,17.57281627
E02005470,69.6,12.14628939
E02005471,70.3,19.34984532
E02005472,86.6,24.45159757
E02005473,73.9,11.76352143
E02005474,89.7,21.90688875
E02005475,88.9,15.02797411
E02005476,91.6,11.3254736
E02005477,92.8,10.25008822
E02005478,87.3,21.6850508
E02005479,90,10.71882487
E02005480,79.4,31.92737547
E02005481,81.6,19.54973203
E02005482,91.7,10.85911198
E02005483,92.3,15.7628063
E02005484,90.2,15.9862072
E02005485,91,6.823323762
E02005486,88.7,11.54276988
E02005487,93.5,7.579370351
E02005488,92.7,11.40805525
E02005489,92.9,7.842976009
E02005490,87.1,13.19392713
E02005491,87.3,7.923767344
E02005492,90.1,15.8436224
E02005493,90.3,13.98696946
E02005494,89.5,18.83104331
E02005495,80.3,47.69510874
E02005496,90.9,19.58441733
E02005497,81,41.83727535
E02005498,91.5,16.65435263
E02005499,92,11.13597295
E02005500,91.6,10.88113952
E02005501,93.1,7.112088895
E02005502,92.3,15.26558425
E02005503,91.9,16.794726
E02005504,92.1,18.87242781
E02005505,89.5,19.40593268
E02005506,91.6,16.61793611
E02005507,89,20.06781048
E02005508,91.9,16.37314459
E02005509,88.5,26.71071692
E02005510,91.6,17.95154451
E02005511,81.8,18.79319883
E02005512,85,25.6510089
E02005513,88,15.13533669
E02005514,89.2,19.63923068
E02005515,92,13.52230613
E02005516,91.1,14.9944393
E02005517,68.8,32.99688558
E02005518,77.7,13.13013481
E02005519,70.7,30.47821665
E02005520,92.7,14.5459213
E02005521,91.3,16.60576753
E02005522,91.5,13.65913179
E02005523,91.2,13.45472464
E02005524,93,10.21255527
E02005525,91.2,7.856933742
E02005526,91,9.719847272
E02005527,92.1,12.19921474
E02005528,90.2,10.45629422
E02005529,92,13.14341203
E02005530,86.8,10.70180726
E02005531,90.4,13.65281683
E02005532,91.1,8.217777448
E02005533,92.3,10.95721539
E02005534,92.2,11.56625651
E02005535,89.9,10.28263088
E02005536,92.2,10.80448935
E02005537,92.1,15.58939526
E02005538,91.3,22.10187862
E02005539,91.4,20.20479327
E02005540,89.9,21.13928171
E02005541,80.2,38.70577681
E02005542,66.6,57.08316756
E02005543,60.5,67.26605865
E02005544,72.1,43.38217075
E02005545,90.1,12.11439273
E02005546,83,43.24512155
E02005547,85.9,23.42708016
E02005548,83.5,36.33132122
E02005549,90,21.63622667
E02005550,89.2,15.86394513
E02005551,90.8,28.00528005
E02005552,90.3,24.79719675
E02005553,93,19.23835009
E02005554,93.6,16.63236151
E02005555,91.8,7.284958291
E02005556,89.4,16.41944351
E02005557,62.4,47.30059951
E02005558,90.1,23.38123629
E02005559,77.8,27.94117022
E02005560,75.8,25.73994693
E02005561,68.2,36.35551477
E02005562,91.1,24.1028944
E02005563,87.8,29.16150669
E02005564,92.3,14.28952025
E02005565,89.9,22.32320132
E02005566,87.2,29.11086569
E02005567,88.1,19.55848771
E02005568,89.8,20.19609391
E02005569,88.1,20.77716669
E02005570,91.1,15.01510908
E02005571,89.4,21.82708269
E02005572,88.4,26.5800033
E02005573,85.1,18.68169406
E02005574,91.4,20.26408944
E02005575,89.8,21.26423294
E02005576,91.4,22.48587392
E02005577,89.8,18.7432859
E02005578,89.7,25.62993318
E02005579,90.3,19.92631075
E02005580,90.4,18.87603391
E02005581,85.1,22.54201531
E02005582,90.8,24.52405224
E02005583,92.5,19.82744697
E02005584,78.2,28.97436853
E02005585,76.6,41.61898076
E02005586,80.3,25.90464568
E02005587,80.7,35.15780537
E02005588,78,33.58567105
E02005589,78.4,34.87610673
E02005590,76.4,41.7601538
E02005592,84.4,8.639518027
E02005593,69.3,17.60198251
E02005594,82.7,18.20629066
E02005595,88,8.496755739
E02005596,81.8,33.60463008
E02005597,88.2,13.19606871
E02005598,89,10.48961586
E02005599,91.8,8.58815366
E02005600,88.7,14.84870879
E02005601,91.7,13.2172714
E02005602,91.6,8.20910625
E02005603,91,9.853321479
E02005604,91.1,13.05411399
E02005605,92.4,10.17419106
E02005606,92.7,19.88310821
E02005607,92.3,14.70727833
E02005608,91.8,17.88030277
E02005609,90.9,14.63689705
E02005610,92.5,18.78728344
E02005611,86,15.95010219
E02005612,80.2,17.41868573
E02005613,73,25.87706063
E02005614,77.5,20.79869709
E02005615,75.7,24.67180283
E02005616,66.9,36.65287138
E02005617,64,45.25461196
E02005619,91.2,13.23186454
E02005620,88.3,7.525889913
E02005621,83.9,12.4842072
E02005622,91,6.507973942
E02005623,89,8.571384219
E02005624,81.1,11.96896655
E02005625,78.6,19.65130047
E02005626,72.4,27.77873621
E02005627,89.4,15.66075408
E02005628,90.3,11.60688238
E02005629,92.2,12.76710394
E02005630,88.1,8.871826225
E02005631,89.8,10.15435672
E02005632,88.7,12.42228078
E02005633,86.5,13.33937907
E02005634,85.3,18.1465292
E02005635,88.5,10.77646528
E02005636,83.4,18.28688496
E02005637,79.5,26.76058274
E02005638,88,7.100389134
E02005639,90.5,12.46787968
E02005640,88.4,12.800684
E02005641,86.6,18.91224465
E02005642,86.6,11.04046405
E02005643,74,43.65469988
E02005644,66.6,31.31553897
E02005645,79.1,21.9557541
E02005646,88.1,8.962042436
E02005647,82.1,28.2485549
E02005648,89.1,7.875969115
E02005649,87.8,13.88051391
E02005650,75.2,14.6384128
E02005651,85.3,10.74769279
E02005652,83.8,16.38156505
E02005653,64.4,34.91618337
E02005654,67.6,32.5584619
E02005655,81.8,18.22377117
E02005656,63.3,38.99854981
E02005657,82.8,16.40994506
E02005658,64.8,37.30315997
E02005659,80.7,20.17893405
E02005660,74.1,39.23201885
E02005661,68,33.10752074
E02005662,75.2,18.90408114
E02005663,87.2,8.241166486
E02005664,67.4,26.49377543
E02005665,75.1,18.16676017
E02005666,67,45.93529878
E02005667,79.1,22.93279486
E02005668,86.9,13.08490535
E02005669,87.6,7.025781336
E02005670,52.6,39.23149562
E02005671,64.5,18.16488836
E02005672,49.7,29.79244952
E02005673,67.7,24.11051327
E02005674,63.6,33.45509179
E02005675,72.3,32.29747887
E02005676,76.7,24.45125154
E02005677,70.6,17.48755074
E02005678,81.3,14.44481502
E02005679,80.2,7.794631015
E02005680,86.5,5.338341435
E02005681,90.7,8.207785782
E02005682,91.9,7.495908386
E02005683,88.4,7.219442108
E02005684,92,7.798095521
E02005685,90.4,10.22916163
E02005686,92.1,8.799825354
E02005687,90.9,8.150222922
E02005688,88.9,5.818812878
E02005689,91.5,3.605193532
E02005690,86.8,9.431395255
E02005691,89.5,8.43986556
E02005692,88.2,18.01379881
E02005693,72.6,24.97569598
E02005694,86.3,9.598671827
E02005695,65.1,24.97800137
E02005696,70.7,39.49931373
E02005697,71,32.90669487
E02005698,76.3,26.14062459
E02005699,72,28.72569452
E02005700,89.9,10.14013417
E02005701,88.6,12.57909339
E02005702,93.3,8.479455536
E02005703,89.2,19.89818388
E02005704,92.8,18.18122089
E02005705,93.5,17.85968997
E02005706,83.7,25.46335516
E02005707,85.4,18.91711247
E02005708,87.2,20.34746571
E02005709,81.6,60.0583927
E02005710,87,37.12157503
E02005711,85.8,40.41523575
E02005712,88.8,30.88920521
E02005713,93.4,10.00422758
E02005714,93.9,4.029519893
E02005715,86.7,34.16692775
E02005716,91.3,21.71718183
E02005717,91.1,15.69987262
E02005718,92.3,13.30683515
E02005719,89.7,22.71776602
E02005720,87,27.03501282
E02005721,91.3,17.24350549
E02005722,92.7,15.00441966
E02005723,91.2,22.93507403
E02005724,94.2,4.537129141
E02005725,91.6,7.197659128
E02005726,92.2,6.549937476
E02005727,91.9,17.3012683
E02005728,91.8,20.52491095
E02005729,93.3,9.799578608
E02005730,91.9,12.95442935
E02005731,90.8,14.50735754
E02005732,92.6,9.067768035
E02005733,92,14.29221282
E02005734,86.5,43.75651299
E02005735,83.2,47.29400422
E02005736,88.2,42.39121588
E02005737,90.3,25.0398493
E02005738,91.1,17.78817657
E02005739,90,25.50937237
E02005740,86.7,33.37165152
E02005741,91.2,17.02238903
E02005742,91,13.61898523
E02005743,91.1,11.31052183
E02005744,90.7,12.80723737
E02005745,92.4,7.73907471
E02005746,89.2,12.29552128
E02005747,82.7,22.23245401
E02005748,88.7,11.40397272
E02005749,89.7,10.28756714
E02005750,91.4,13.85293285
E02005751,93.2,7.379778011
E02005752,91.4,15.37885306
E02005753,88.5,16.21081029
E02005754,93.6,7.469253691
E02005755,90.5,9.720712238
E02005756,92.1,11.11097973
E02005757,90.4,12.21500012
E02005758,91.2,14.73562587
E02005759,93.7,11.48847215
E02005760,93.6,9.106653092
E02005761,90.7,13.0703842
E02005762,89,6.972848008
E02005763,91.6,11.15789694
E02005764,88.6,14.62852686
E02005765,91.8,10.45019734
E02005766,89.6,12.75332076
E02005767,92.4,6.629444152
E02005768,86.5,7.221456932
E02005769,89.4,15.54715712
E02005770,88.2,9.742101438
E02005771,84.6,13.61976655
E02005772,92.5,5.588584659
E02005773,82.6,23.50363593
E02005774,88.2,14.81416834
E02005775,76.8,12.37350491
E02005776,87.7,10.81686063
E02005777,91.1,5.567106458
E02005778,89.9,13.55469595
E02005779,85.8,6.484165511
E02005780,88.7,4.796716408
E02005781,91.8,5.943486357
E02005782,93.3,12.09932119
E02005783,91.1,11.14477444
E02005784,92.2,8.566501445
E02005785,88.4,12.91446292
E02005786,92.6,14.53973332
E02005787,92.6,12.58554838
E02005788,92.7,15.02650303
E02005789,93.1,13.46052619
E02005790,88.4,15.83431526
E02005791,90.9,20.61540704
E02005794,91.9,13.92804067
E02005795,89.4,25.28162916
E02005796,90.6,22.90527406
E02005797,88.6,25.34608667
E02005798,90.9,16.36594898
E02005799,92,11.76513056
E02005800,75.9,46.93682116
E02005801,84.2,42.77770964
E02005802,81.7,28.10404208
E02005803,86,26.40903356
E02005804,75.2,36.03064224
E02005805,91.6,15.74677871
E02005806,85.6,39.08705277
E02005807,92.8,10.91066157
E02005808,90,24.13647612
E02005809,93.6,11.1758842
E02005810,92,9.027201667
E02005811,91.5,8.742232828
E02005812,90.6,9.115144086
E02005813,81,27.56257979
E02005814,88.7,14.74847244
E02005815,92.2,6.646063812
E02005816,91.2,10.90831935
E02005817,91.2,9.408576749
E02005818,89.9,14.21792738
E02005819,85.7,30.73679858
E02005820,90.6,18.38524631
E02005821,82.8,32.73375844
E02005822,80.9,32.67363342
E02005823,80.6,51.36316701
E02005824,88.5,17.5862627
E02005825,86.1,29.0192895
E02005826,81.1,42.88877332
E02005827,88.4,18.86870286
E02005828,87.7,18.8121053
E02005829,88,19.66751932
E02005830,89.1,16.62684453
E02005831,87,18.85012924
E02005832,82.6,26.59573392
E02005833,89.5,12.37195009
E02005834,82.5,36.78541379
E02005835,86.7,26.06230955
E02005836,90.8,12.34183489
E02005837,84.3,17.8948355
E02005838,85.7,27.25987944
E02005839,90,19.94879679
E02005840,87,14.37326843
E02005842,87.5,22.69800828
E02005843,83.5,21.04215269
E02005844,87.8,22.22697617
E02005846,66.1,51.59597613
E02005847,80,21.80256631
E02005848,87.2,21.19749841
E02005849,88.9,21.32952494
E02005850,89.2,16.39074414
E02005851,81.3,37.16416162
E02005852,90.4,10.13481333
E02005853,88.2,15.03886325
E02005856,90.9,5.752762239
E02005857,83.3,21.71531866
E02005858,76.9,14.03216626
E02005859,84.9,17.31108474
E02005860,72.7,14.74348923
E02005861,82.9,16.66292755
E02005862,86.2,17.40429563
E02005863,89.7,8.034655118
E02005864,90.7,3.453165293
E02005865,90.7,9.148003624
E02005866,90.6,12.86261579
E02005868,86.7,14.91656158
E02005869,79.7,28.14003697
E02005870,80.8,24.5598253
E02005871,89.3,9.95851207
E02005872,90.3,6.277696085
E02005873,90.2,6.232020222
E02005874,88.2,8.882863647
E02005875,84.5,14.67526969
E02005876,86.4,14.79388991
E02005877,82.4,17.38686726
E02005878,83.4,19.23027606
E02005879,80.8,25.30025817
E02005880,85.6,33.09654596
E02005881,84.3,31.96928368
E02005882,90.3,17.14567794
E02005883,82,33.30789223
E02005884,85.4,20.4158596
E02005885,83.2,33.297989
E02005886,87.4,17.56802313
E02005887,64.5,40.53297451
E02005888,71.5,48.96927974
E02005889,80.3,28.21136427
E02005890,88.6,10.71217194
E02005891,77,57.07991782
E02005892,88.7,9.646609103
E02005893,86,31.52754428
E02005894,88.4,19.88976716
E02005895,91.5,13.04390917
E02005896,91.7,13.77711777
E02005897,90.3,14.69720812
E02005898,86.5,24.69905381
E02005899,69.2,28.38974817
E02005900,91.1,5.461078303
E02005901,78.3,18.46557542
E02005902,78,32.21252013
E02005903,85.9,15.38361627
E02005904,88.7,10.85202193
E02005905,88.2,10.36557034
E02005906,91.2,7.941703874
E02005907,89,6.990185196
E02005908,92.7,6.726423783
E02005909,88.7,5.158602021
E02005910,84.2,8.66844442
E02005911,89.6,5.024160186
E02005912,88,5.875826257
E02005913,88.9,7.24744764
E02005914,87,12.76181202
E02005915,93,9.679699526
E02005916,90.7,6.918740908
E02005917,94,4.647452584
E02005918,91.1,8.686278647
E02005919,86.2,8.666455344
E02005920,93.6,4.326230987
E02005921,90.7,15.07416822
E02005922,83.2,14.25371477
E02005923,74.4,26.76627457
E02005924,70.4,23.94076592
E02005925,75.6,33.97826212
E02005926,85.7,11.62833234
E02005927,83.7,9.353576651
E02005928,89.5,6.519077267
E02005929,89.3,11.78973516
E02005930,91.1,10.92713891
E02005931,87.9,11.85712297
E02005932,86,6.79170606
E02005933,83.6,11.42187072
E02005934,85.8,14.64086286
E02005935,84.3,10.10852414
E02005936,83.6,15.69967547
E02005937,85.5,10.78399187
E02005938,85.6,10.46345993
E02005939,80.9,10.1998026
E02005940,81.3,8.243384667
E02005941,73.8,10.58488259
E02005942,66.2,6.050999699
E02005943,78.7,7.173712912
E02005944,74.9,28.79576879
E02005945,45.6,6.512463236
E02005946,79.8,8.601417163
E02005947,59.4,16.21793965
E02005948,71.5,13.52825346
E02005949,67.9,20.8009147
E02005950,66.1,18.10521171
E02005951,75.7,15.24644096
E02005952,70.2,16.21136025
E02005953,75.3,15.13593461
E02005954,75,15.3976539
E02005955,75.7,29.58063028
E02005956,74,34.88518559
E02005957,75.5,33.61693898
E02005958,91.7,6.787954497
E02005959,87.6,10.67680782
E02005960,90.9,7.140204885
E02005961,87.3,8.039739483
E02005962,92,7.271012477
E02005963,87.9,15.85043525
E02005964,91.8,6.469480045
E02005965,90.1,12.24567398
E02005966,88.3,3.801902774
E02005967,86.3,12.31397894
E02005968,87.5,7.334437946
E02005969,90.8,7.733665868
E02005970,84.4,15.51103078
E02005971,87.7,12.2501383
E02005972,90.3,6.623272467
E02005973,86.9,8.012402481
E02005974,87.7,4.732352324
E02005975,89.1,5.756521304
E02005976,90.4,7.697252036
E02005977,91.5,5.548188483
E02005978,87,5.404145008
E02005979,83.2,6.811384345
E02005980,87.5,7.133522759
E02005981,90.9,4.657081569
E02005982,87.3,5.146722324
E02005983,84.1,10.93900714
E02005984,90.7,7.935087897
E02005985,85,15.78124839
E02005986,90,10.34445994
E02005987,90.1,9.785842506
E02005988,89,8.070033747
E02005991,88.4,6.612505893
E02005992,89.5,9.186994925
E02005993,89.1,10.82576283
E02005994,87.8,11.74949177
E02005995,91.4,8.308518879
E02005996,90.1,5.630801499
E02005997,91.8,6.371180834
E02005998,90.6,4.745394789
E02005999,91.3,8.138382046
E02006000,89.3,8.527266223
E02006001,88.2,11.30263504
E02006002,85.5,10.71685008
E02006003,88.9,11.20717791
E02006004,92.5,11.41989594
E02006005,89.1,7.198396214
E02006006,90.9,7.572626763
E02006007,90.2,7.326649509
E02006008,90.7,14.06066355
E02006009,91.1,10.75524234
E02006010,90.8,16.28158536
E02006011,91.9,11.36239782
E02006012,90.2,16.41602368
E02006013,90.9,18.78433753
E02006014,91.3,18.66094551
E02006015,89,19.62366405
E02006016,91.5,21.18282539
E02006017,88.4,17.44545069
E02006018,88.7,20.04381959
E02006019,88.1,15.80900412
E02006020,85.9,18.43564465
E02006021,91.1,16.14611164
E02006022,91.7,13.18193005
E02006023,88.8,17.76650495
E02006024,85.9,19.55310534
E02006025,78.5,18.53701601
E02006026,89.3,16.55389076
E02006027,90.7,17.51092937
E02006028,91,16.33893336
E02006029,83.8,29.77332873
E02006030,86.4,19.32687162
E02006031,84.5,18.30255745
E02006032,88.2,23.14545578
E02006033,86.4,12.78607439
E02006034,90.2,11.7294539
E02006035,91.9,10.60202309
E02006036,90,14.02241093
E02006037,87.8,11.43881976
E02006038,92.7,12.056713
E02006039,90.7,13.87632043
E02006040,86.9,17.27265253
E02006041,89.5,21.90805903
E02006042,92.2,13.21491858
E02006043,89.7,22.80302573
E02006044,87.6,20.69154818
E02006045,90.9,18.97619816
E02006046,90.9,16.14491694
E02006047,89.2,16.15768063
E02006048,86.5,14.33412563
E02006049,90.4,8.206807208
E02006050,81.9,24.28964876
E02006051,86.5,13.37961525
E02006052,87.8,13.88425785
E02006053,85,18.81048443
E02006054,87,16.33605756
E02006055,82.3,16.84141713
E02006056,87.6,15.15846307
E02006057,72.5,26.98145673
E02006058,82.7,11.67511602
E02006059,87.1,15.19766778
E02006060,83.8,19.71522489
E02006061,90.3,9.776194248
E02006062,92.1,14.1469059
E02006063,91.2,11.79764972
E02006064,88.9,21.80907988
E02006065,85.2,31.65588846
E02006066,89.4,18.95964545
E02006067,91.1,15.45555864
E02006068,80,41.72774933
E02006069,76.7,31.04041682
E02006070,85.5,18.58282249
E02006071,88.6,12.07358644
E02006072,91.6,16.4849291
E02006073,79.4,42.23467602
E02006074,84.9,17.30492154
E02006075,77.7,15.35682144
E02006076,91.8,12.7338848
E02006077,90.7,14.73986237
E02006078,89.8,16.75552443
E02006079,89.1,15.19008864
E02006080,91.8,14.30099564
E02006081,89.3,19.44978398
E02006082,90.2,14.57027621
E02006083,91.1,12.87859076
E02006084,91.2,16.74152154
E02006085,86.9,14.61794605
E02006086,88.7,13.76168577
E02006087,83.6,23.80016146
E02006088,80.7,30.29072624
E02006089,73.9,29.20689792
E02006090,85.7,17.76799943
E02006091,91.1,14.69944764
E02006092,90,7.898538585
E02006093,91.7,14.58950887
E02006094,91.5,18.56469753
E02006095,91.1,17.35534533
E02006096,88.1,16.98362027
E02006097,83.1,26.66336451
E02006098,92.4,18.07758021
E02006099,90.5,12.25431731
E02006100,84.6,13.87342505
E02006101,89.7,16.13426997
E02006102,85.8,33.31656729
E02006103,91,14.34937283
E02006104,89.2,16.14721673
E02006105,80.6,19.16192308
E02006106,89.6,13.60279389
E02006107,84.1,36.39327612
E02006108,83.4,19.10031612
E02006109,90.8,5.471814015
E02006110,88.4,22.02549374
E02006111,89.6,13.21624628
E02006112,89.2,12.52584471
E02006113,87.9,18.94642239
E02006114,85.3,21.68725614
E02006115,89.1,28.95800624
E02006116,91,24.22729272
E02006117,91.6,27.4301374
E02006118,91.1,9.992947473
E02006119,86.1,27.08486705
E02006120,88.5,20.88782454
E02006121,89.7,22.19905662
E02006122,89,19.00145048
E02006123,88.7,15.84389274
E02006124,86,34.34772738
E02006125,87.5,26.62460317
E02006126,90.3,14.35384503
E02006127,89.8,9.461767328
E02006128,90.8,15.27599822
E02006129,83.3,29.43142887
E02006130,89,20.92915241
E02006131,90.4,14.11530077
E02006132,89,16.5129641
E02006133,89,13.3369551
E02006134,91.7,10.04707926
E02006135,93,7.383648649
E02006136,88.1,13.35933901
E02006137,79.5,24.20199515
E02006138,70.4,33.0749654
E02006139,66.6,31.12969302
E02006140,83.4,21.11792253
E02006141,60.5,31.56221774
E02006142,90.6,7.223020486
E02006143,85.9,10.81176465
E02006144,78.5,32.25154412
E02006145,92.1,7.563691057
E02006146,90.7,13.20999925
E02006147,91.2,6.654046639
E02006148,92.2,7.698747005
E02006149,84.9,22.40833972
E02006150,90.3,8.018769471
E02006151,90.3,16.15804586
E02006152,89.3,8.352823163
E02006153,90.6,10.20459563
E02006154,92.2,9.72042086
E02006155,86.3,24.28093967
E02006156,90.5,7.596201776
E02006157,81.7,19.24824815
E02006158,92.1,11.65361149
E02006159,87.1,26.72581062
E02006160,88,25.5989784
E02006161,90.4,10.68081299
E02006162,89.8,15.56247108
E02006163,85.4,24.86952463
E02006164,81.3,33.96501668
E02006165,87.1,16.00339298
E02006166,90.2,11.30519118
E02006167,83.4,33.66865599
E02006168,80,27.32343045
E02006169,81.1,14.59230106
E02006170,92.5,11.80377851
E02006171,88.6,17.8721774
E02006172,92.2,6.585660749
E02006173,91.9,10.92874472
E02006174,92,12.04392133
E02006175,87.5,19.06913108
E02006176,88.8,13.45363076
E02006177,91.8,12.39166546
E02006178,90.4,18.80696875
E02006179,75.8,13.40922822
E02006180,87.7,20.76912259
E02006181,88.9,18.59750797
E02006182,91.4,5.178897861
E02006183,90.6,6.687551182
E02006184,87.3,11.84951752
